book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
2643,228630,228630,2063986,79,60929782,9780060929790.0,"Richard Wright, Jerry W. Ward Jr.",1945.0,Black Boy: A Record of Youth and Childhood,Black Boy,en-US,4.02,36840,39863,1466,702,1847,7818,14957,14539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2648,99111,99111,95547,58,525444475,9780525444470.0,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh & The House at Pooh Corner,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",eng,4.43,32504,41109,625,444,871,4481,10208,25105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2709,14662,14662,1028281,685,140447644,9780140447640.0,"Stendhal, Roger Gard",1830.0,Le Rouge et le Noir,The Red and the Black,eng,3.87,33346,42298,1273,1115,3015,9927,14536,13705,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2732,18414,18414,2798280,810,140449108,9780140449100.0,"Thomas More, Paul Turner",1516.0,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",Utopia,eng,3.5,36680,44234,1887,1177,5222,15801,14313,7721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2763,752900,752900,2936587,304,486275485,9780486275480.0,"Euripides, Rex Warner",-431.0,Mήδεια,Medea,en-GB,3.83,40237,42957,1037,709,3123,11554,14888,12683,https://images.gr-assets.com/books/1328868366m/752900.jpg,https://images.gr-assets.com/books/1328868366s/752900.jpg,0
2765,821056,821056,1128612,83,842314296,9780842314300.0,Hannah Hurnard,1955.0,Hinds' Feet on High Places,Hinds' Feet on High Places,,4.3,33398,35312,933,590,1234,4784,9071,19633,https://images.gr-assets.com/books/1312284337m/821056.jpg,https://images.gr-assets.com/books/1312284337s/821056.jpg,0
2781,49221,49221,894384,87,60652381,9780060652390.0,C.S. Lewis,1961.0,A Grief Observed,A Grief Observed,en-US,4.26,35913,38154,1930,403,976,5410,12917,18448,https://images.gr-assets.com/books/1412529325m/49221.jpg,https://images.gr-assets.com/books/1412529325s/49221.jpg,0
2798,18765,18765,4232388,152,067972477X,9780679724770.0,Robert Graves,1934.0,"I, Claudius","I, Claudius (Claudius, #1)",eng,4.27,38484,41903,1862,425,1092,5360,14800,20226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2809,44597,25622780,142647,97,140274219,9780140274220.0,Jean Rhys,1966.0,Wide Sargasso Sea,Wide Sargasso Sea,eng,3.56,21053,45338,3625,1715,5110,13735,15418,9360,https://images.gr-assets.com/books/1327870846m/44597.jpg,https://images.gr-assets.com/books/1327870846s/44597.jpg,0
2821,77394,77394,1133797,6,553213180,9780553213190.0,L.M. Montgomery,1917.0,Rainbow Valley,"Anne's House of Dreams (Anne of Green Gables, #5)",eng,4.12,57062,60826,1389,872,2177,11467,20526,25784,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2846,5344,5344,6751955,773,321107217,9780321107210.0,Charles Dickens,1854.0,Hard Times: For These Times,Hard Times,eng,3.5,34675,42170,2098,1604,4753,14259,13967,7587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2860,17343,17343,2072983,70,156904365,9780156904360.0,C.S. Lewis,1956.0,Till We Have Faces,Till We Have Faces,en-US,4.19,36758,39194,3172,442,1642,6364,12481,18265,https://images.gr-assets.com/books/1381692105m/17343.jpg,https://images.gr-assets.com/books/1381692105s/17343.jpg,0
2875,31548,31548,2547187,343,451530179,9780451530170.0,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915.0,Of Human Bondage,Of Human Bondage,eng,4.11,33028,38515,2567,587,1726,6508,13571,16123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2877,99110,99110,17121965,45,525467262,9780525467270.0,"A.A. Milne, Ernest H. Shepard",1961.0,,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",en-US,4.49,37312,38520,249,300,648,3918,8660,24994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2931,433567,433567,4243538,566,048627263X,9780486272630.0,"Edwin A. Abbott, Banesh Hoffmann",1884.0,Flatland: A Romance of Many Dimensions,Flatland: A Romance of Many Dimensions,en-US,3.81,31377,39272,2864,952,2808,10004,14405,11103,https://images.gr-assets.com/books/1435435775m/433567.jpg,https://images.gr-assets.com/books/1435435775s/433567.jpg,0
2952,20564,20564,3277447,529,141439629,9780141439620.0,"George Eliot, A.S. Byatt",1860.0,The Mill on the Floss,The Mill on the Floss,eng,3.77,36017,38983,1424,1205,3019,10102,13708,10949,https://images.gr-assets.com/books/1394285531m/20564.jpg,https://images.gr-assets.com/books/1394285531s/20564.jpg,0
2960,95819,95819,366182,19,805005013,9780805005010.0,"Robert Frost, Edward Connery Lathem",1969.0,,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)",eng,4.23,33525,34332,327,387,925,5294,11433,16293,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2990,325421,325421,803204,263,60775971,9780060775970.0,"Hugh Lofting, Michael Hague",1920.0,The Story of Doctor Dolittle,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",,3.98,36867,38819,554,534,2013,9528,12311,14433,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2993,6219656,6219656,15161007,25,1563127873,9781563127880.0,Shirley Jackson,1948.0,The Lottery,The Lottery,eng,4.09,38448,40031,1615,535,1669,7411,14322,16094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3002,32071,32071,3173046,570,375753737,9780375753730.0,"D.H. Lawrence, Geoff Dyer",1913.0,Sons and Lovers,Sons and Lovers,en-US,3.61,33792,38681,1503,1428,3821,11545,13426,8461,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3020,7723,7723,19196823,205,1593080298,9781593080300.0,"Franz Kafka, Jason Baker, Donna Freed",1915.0,Die Verwandlung und andere Erzählungen,The Metamorphosis and Other Stories,eng,4.01,29817,39100,1268,666,2005,7699,14546,14184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3022,3049,3049,2954048,193,451528182,9780451528190.0,"Unknown, Burton Raffel, Neil D. Isaacs",1390.0,Gawayn and þe Grene Knyȝt,Sir Gawain and the Green Knight ,,3.68,36477,42642,1159,726,3617,13667,15046,9586,https://images.gr-assets.com/books/1309282183m/3049.jpg,https://images.gr-assets.com/books/1309282183s/3049.jpg,0
3023,4921,4921,4476508,747,140621334,9780140621330.0,Jerome K. Jerome,1889.0,Three Men in a Boat (To Say Nothing of the Dog),"Three Men in a Boat (Three Men, #1)",eng,3.9,30250,38799,3051,896,2523,8895,13589,12896,https://images.gr-assets.com/books/1392791656m/4921.jpg,https://images.gr-assets.com/books/1392791656s/4921.jpg,0
3037,899492,899492,19034527,151,871917726,9780871917720.0,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843.0,The Tell-Tale Heart,The Tell-Tale Heart,eng,4.22,33704,39717,1077,282,1055,6348,14044,17988,https://images.gr-assets.com/books/1317724096m/899492.jpg,https://images.gr-assets.com/books/1317724096s/899492.jpg,0
3041,24096,24096,25010,82,1579124577,9781579124570.0,"Leonardo da Vinci, H. Anna Suh",1519.0,,Leonardo's Notebooks,,3.97,26626,27803,114,1516,1714,5013,7473,12087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3076,56034,56034,1816464,137,99478331,9780099478330.0,John Fowles,1969.0,The French Lieutenant's Woman,The French Lieutenant's Woman,eng,3.85,34897,38743,1237,826,2384,9452,15018,11063,https://images.gr-assets.com/books/1466630905m/56034.jpg,https://images.gr-assets.com/books/1466630905s/56034.jpg,0
3077,732562,732562,678243,303,486223051,9780486223060.0,"Samuel Taylor Coleridge, Gustave Doré",1798.0,The Rime of the Ancient Mariner,The Rime of the Ancient Mariner,eng,3.93,37299,39669,713,706,2618,9315,13212,13818,https://images.gr-assets.com/books/1436976206m/732562.jpg,https://images.gr-assets.com/books/1436976206s/732562.jpg,0
3079,163977,163977,890203,145,582461502,9780582461500.0,John Steinbeck,1935.0,Tortilla Flat,Tortilla Flat,eng,3.82,30048,34569,1776,440,2050,9607,13515,8957,https://images.gr-assets.com/books/1400859671m/163977.jpg,https://images.gr-assets.com/books/1400859671s/163977.jpg,0
3080,23814,23814,575986,555,812966295,9780812966300.0,H. Rider Haggard,1885.0,King Solomon's Mines,"King Solomon's Mines (Allan Quatermain, #1)",eng,3.8,31191,36163,1413,541,2334,10364,13516,9408,https://images.gr-assets.com/books/1418964233m/23814.jpg,https://images.gr-assets.com/books/1418964233s/23814.jpg,0
3085,5954,5954,955995,214,374506841,9780374506840.0,"Hermann Hesse, Ursule Molinaro",1930.0,Narziß und Goldmund,Narcissus and Goldmund,eng,4.19,25544,32779,1318,319,1134,5204,11464,14658,https://images.gr-assets.com/books/1374680750m/5954.jpg,https://images.gr-assets.com/books/1374680750s/5954.jpg,0
3088,31250,31250,80851,442,141439963,9780141439970.0,"Charles Dickens, Helen Small, Stephen Wall",1855.0,Little Dorrit,Little Dorrit,eng,3.97,33997,36523,1184,918,1978,7645,12815,13167,https://images.gr-assets.com/books/1496619146m/31250.jpg,https://images.gr-assets.com/books/1496619146s/31250.jpg,0
3101,269322,269322,11775,5,439224063,9780439224060.0,"Edgar Allan Poe, Philip Pullman",1845.0,The Raven and Other Poems,The Raven and other poems,en-US,4.3,34428,34591,288,301,786,4906,10922,17676,https://images.gr-assets.com/books/1297913274m/269322.jpg,https://images.gr-assets.com/books/1297913274s/269322.jpg,0
3106,3698,3698,1469913,135,143039024,9780143039020.0,"Graham Greene, Robert  Stone",1955.0,The Quiet American,The Quiet American,eng,3.96,30395,34078,2105,278,1386,7443,15431,9540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3122,77295,77295,37467,75,394724550,9780394724550.0,Anne Morrow Lindbergh,1955.0,Gift from the Sea,Gift from the Sea,,4.18,30741,34056,3103,433,1446,5629,10767,15781,https://images.gr-assets.com/books/1328312670m/77295.jpg,https://images.gr-assets.com/books/1328312670s/77295.jpg,0
3126,4625,4625,8238,63,684843323,9780684843320.0,Ernest Hemingway,1925.0,The Complete Short Stories of Ernest Hemingway,The Complete Short Stories,en-US,4.28,28129,30304,684,388,770,3779,10307,15060,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3127,50033,50033,1627774,136,671037706,9780671037700.0,Ray Bradbury,1957.0,Dandelion Wine,"Dandelion Wine (Green Town, #1)",eng,4.08,32867,39979,3226,730,1958,7453,13001,16837,https://images.gr-assets.com/books/1374049845m/50033.jpg,https://images.gr-assets.com/books/1374049845s/50033.jpg,0
3133,9594,33586715,6835609,69,99267543,9780099267550.0,Kurt Vonnegut Jr.,1997.0,Timequake,Timequake,eng,3.71,23562,28238,1240,479,2338,8403,10686,6332,https://images.gr-assets.com/books/1405784951m/9594.jpg,https://images.gr-assets.com/books/1405784951s/9594.jpg,0
3138,65840,65840,2946564,187,808516965,9780808516960.0,L.M. Montgomery,1936.0,Anne of Windy Poplars,"Anne of Windy Poplars (Anne of Green Gables, #4)",,4.04,47657,52139,1346,469,2127,11712,18256,19575,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3139,226378,226378,166902,317,014044176X,9780140441760.0,"Mikhail Lermontov, Paul Foote",1840.0,Герой нашего времени,A Hero of Our Time,eng,4.11,29747,33953,983,499,1558,6234,11100,14562,https://images.gr-assets.com/books/1344023178m/226378.jpg,https://images.gr-assets.com/books/1344023178s/226378.jpg,0
3169,157076,157076,151586,121,1599869691,9781599869700.0,Richard Connell,1924.0,The Most Dangerous Game,The Most Dangerous Game,,3.91,31944,34194,1030,447,1806,8512,12901,10528,https://images.gr-assets.com/books/1386885674m/157076.jpg,https://images.gr-assets.com/books/1386885674s/157076.jpg,0
3172,304079,304079,965212,28,62509594,9780062509600.0,"Jalaluddin Rumi, Coleman Barks",1273.0,Essential Rumi,The Essential Rumi,,4.44,26575,28379,696,203,473,2904,7988,16811,https://images.gr-assets.com/books/1391414844m/304079.jpg,https://images.gr-assets.com/books/1391414844s/304079.jpg,0
3202,9601,9601,6582745,63,038533351X,9780385333510.0,Kurt Vonnegut Jr.,1987.0,Bluebeard,Bluebeard,en-US,4.02,27011,28764,1065,140,881,6495,12029,9219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3210,18839,18839,6057225,355,141184272,9780141184270.0,Virginia Woolf,1928.0,Orlando: A Biography,Orlando,en-GB,3.86,32846,39286,2196,1050,2917,9208,13521,12590,https://images.gr-assets.com/books/1443118010m/18839.jpg,https://images.gr-assets.com/books/1443118010s/18839.jpg,0
3212,298230,298230,2222441,448,140432108,9780140432110.0,"Anne Brontë, Angeline Goreau",1847.0,Agnes Grey,Agnes Grey,,3.65,33926,38553,2003,849,3268,12639,13615,8182,https://images.gr-assets.com/books/1400875530m/298230.jpg,https://images.gr-assets.com/books/1400875530s/298230.jpg,0
3252,24580,24580,41261371,202,451528646,9780451528640.0,Mark Twain,1876.0,Tom Sawyer & Huckleberry Finn,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,en-US,4.07,30228,33289,521,527,1430,6451,11744,13137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3255,4708,4708,2432116,522,743451503,9780743451500.0,F. Scott Fitzgerald,1922.0,The Beautiful and Damned,The Beautiful and Damned,,3.75,26597,33692,2050,632,2522,9543,12851,8144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3256,27037,27037,1427207,843,192833723,9780192833720.0,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397.0,Confessiones Sancti Patris nostri Augustini,Confessions,,3.88,25674,33636,1554,1163,2513,7408,10523,12029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3292,76104,76104,73626,17,517203383,9780517203380.0,"Adrian Conan Doyle, John Dickson Carr",1954.0,The Exploits of Sherlock Holmes,The Exploits of Sherlock Holmes,eng,4.4,26232,26370,75,225,448,2965,7561,15171,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3306,34053,34053,2475078,598,517266555,9780517266560.0,Rudyard Kipling,1902.0,Just So Stories for Little Children,Just So Stories,,4.09,35708,38592,1020,431,1511,7688,13308,15654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3321,7805,7805,1222661,94,141185260,9780141185260.0,Vladimir Nabokov,1962.0,Pale Fire,Pale Fire,eng,4.19,26377,30819,1865,610,1328,4507,9431,14943,https://images.gr-assets.com/books/1388155863m/7805.jpg,https://images.gr-assets.com/books/1388155863s/7805.jpg,0
3323,5338,5338,17348487,132,140439056,9780140439050.0,"Charles Dickens, Michael Slater",1843.0,A Christmas Carol and Other Christmas Writings,A Christmas Carol and Other Christmas Writings,eng,4.13,28675,32002,578,402,1203,6014,10711,13672,https://images.gr-assets.com/books/1388952779m/5338.jpg,https://images.gr-assets.com/books/1388952779s/5338.jpg,0
3342,11987,11987,855563,35,679733736,9780679733740.0,"Albert Camus, Justin O'Brien",1942.0,Le Mythe de Sisyphe,The Myth of Sisyphus and Other Essays,eng,4.18,30221,30895,797,268,912,4970,11489,13256,https://images.gr-assets.com/books/1401656886m/11987.jpg,https://images.gr-assets.com/books/1401656886s/11987.jpg,0
3344,12204,12204,14527,64,486275507,9780486275500.0,Robert Frost,1916.0,Mountain Interval,The Road Not Taken and Other Poems,,4.27,30193,31403,275,274,742,4748,10263,15376,https://images.gr-assets.com/books/1415677882m/12204.jpg,https://images.gr-assets.com/books/1415677882s/12204.jpg,0
3346,383206,383206,816009,253,014043478X,9780140434780.0,"Elizabeth Gaskell, Pam Morris",1866.0,Wives and Daughters,Wives and Daughters,eng,4.07,32029,34605,1847,552,1305,6441,13142,13165,https://images.gr-assets.com/books/1348267609m/383206.jpg,https://images.gr-assets.com/books/1348267609s/383206.jpg,0
3364,205476,205476,3119231,48,60512636,9780060512640.0,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938.0,Our Town: A Play in Three Acts,Our Town,eng,3.63,35296,36824,1231,1448,4106,10490,11312,9468,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3377,12857,12857,4356972,664,812966937,9780812966930.0,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",1866.0,Игрок,The Gambler,eng,3.88,21358,32540,1400,260,1483,8607,13833,8357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3387,4796,4796,2359336,129,143039482,9780143039490.0,"John Steinbeck, Susan Shillinglaw",1961.0,The Winter of our Discontent,The Winter of Our Discontent,eng,3.99,28050,30997,1538,362,1389,6734,12292,10220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3388,373755,373755,1595511,107,679732187,9780679732180.0,William Faulkner,1936.0,"Absalom, Absalom!","Absalom, Absalom!",eng,3.96,30283,32324,1589,1222,2115,6149,10046,12792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3400,29641,29641,267229,94,99478447,9780099478450.0,"Graham Greene, Monica Ali",1951.0,The End of the Affair,The End of the Affair,eng,3.96,29372,34226,3089,432,1860,7434,13453,11047,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3402,739840,739840,881085,101,067166607X,9780671666070.0,"Felix Salten, Barbara Cooney",1923.0,Bambi - Eine Lebensgeschichte aus dem Walde,Bambi,eng,4.1,28655,29219,468,562,1534,5772,7887,13464,https://images.gr-assets.com/books/1344401718m/739840.jpg,https://images.gr-assets.com/books/1344401718s/739840.jpg,0
3404,1362,1362,488198,262,140449086,9780140449080.0,"Herodotus, Aubrey de Sélincourt, John M. Marincola",-440.0,Ἰστορίαι,The Histories,eng,3.97,28870,31985,864,879,1766,6820,10568,11952,https://images.gr-assets.com/books/1399225547m/1362.jpg,https://images.gr-assets.com/books/1399225547s/1362.jpg,0
3419,152519,152519,330710,341,486419312,9780486419310.0,Harriet Jacobs,1861.0,Incidents in the Life of a Slave Girl Written by Herself,Incidents in the Life of a Slave Girl,eng,4.08,24744,32172,1685,430,1287,6330,11468,12657,https://images.gr-assets.com/books/1418788224m/152519.jpg,https://images.gr-assets.com/books/1418788224s/152519.jpg,0
3451,46199,46199,1208289,220,486422453,9780486422460.0,"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",1929.0,Briefe an einen jungen Dichter,Letters to a Young Poet,en-US,4.34,25066,32449,2219,273,851,3971,9818,17536,https://images.gr-assets.com/books/1321994947m/46199.jpg,https://images.gr-assets.com/books/1321994947s/46199.jpg,0
3457,203220,203220,2089235,667,879234628,9780879234620.0,"Charles Baudelaire, Richard Howard",1857.0,Les Fleurs du mal,Les Fleurs du Mal,eng,4.26,27124,34683,899,424,1017,4770,11237,17235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3459,49540,49540,3280025,146,192838679,9780192838670.0,"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",1782.0,Les Liaisons dangereuses,Les Liaisons dangereuses,eng,4.07,28428,34396,1066,521,1522,6535,12206,13612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3460,164531,164531,2880113,407,486410226,9780486410230.0,E. Nesbit,1906.0,The Railway Children,The Railway Children,eng,3.99,35196,39237,973,670,1777,8936,13704,14150,https://images.gr-assets.com/books/1328865877m/164531.jpg,https://images.gr-assets.com/books/1328865877s/164531.jpg,0
3472,284996,284996,886814,41,374515360,9780374515360.0,Flannery O'Connor,1971.0,The Complete Stories,The Complete Stories,eng,4.44,27352,29267,1222,308,568,2593,8231,17567,https://images.gr-assets.com/books/1489956381m/284996.jpg,https://images.gr-assets.com/books/1489956381s/284996.jpg,0
3482,333538,333538,17778410,409,805211063,9780805211060.0,"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",1926.0,Das Schloß,The Castle,eng,3.97,25043,31641,1272,664,1843,6426,11624,11084,https://images.gr-assets.com/books/1331696371m/333538.jpg,https://images.gr-assets.com/books/1331696371s/333538.jpg,0
3505,38462,38462,814207,60,141186356,9780141186350.0,James     Baldwin,1956.0,Giovanni's Room,Giovanni's Room,eng,4.21,24202,29377,2249,317,902,4250,10600,13308,https://images.gr-assets.com/books/1501485157m/38462.jpg,https://images.gr-assets.com/books/1501485157s/38462.jpg,0
3508,12749,12749,4830806,749,142437964,9780142437960.0,"Marcel Proust, Simon Vance, Lydia Davis",1913.0,Du côté de chez Swann,"Swann's Way (In Search of Lost Time, #1)",eng,4.14,24595,31697,2371,987,1689,4576,9097,15348,https://images.gr-assets.com/books/1452956236m/12749.jpg,https://images.gr-assets.com/books/1452956236s/12749.jpg,0
3519,31196,31196,2095259,152,1400034205,9781400034210.0,W. Somerset Maugham,1944.0,The Razor's Edge,The Razor's Edge,eng,4.18,25267,28640,2172,222,910,4563,10773,12172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3523,17143,17143,1027995,56,141185910,9780141185910.0,James     Baldwin,1953.0,Go Tell It on the Mountain,Go Tell It on the Mountain,en-GB,4.0,27845,30729,1414,480,1392,6363,12021,10473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3535,53022,53022,629495,52,684807319,9780684807320.0,"W.B. Yeats, Richard J. Finneran",1997.0,The Collected Poems of W.B. Yeats,The Collected Poems of W.B. Yeats,en-US,4.25,28327,29532,336,316,832,4345,9662,14377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3552,91953,91953,680963,364,140431950,9780140431960.0,"Thomas Hobbes, C.B. Macpherson",1651.0,"Leviathan or The Matter, Forme and Power of a Common Wealth Ecclesiasticall and Civil",Leviathan,eng,3.66,26284,28699,505,850,2688,8639,9692,6830,https://images.gr-assets.com/books/1326788684m/91953.jpg,https://images.gr-assets.com/books/1326788684s/91953.jpg,0
3580,78950,78950,2180439,475,1406954365,9781406954360.0,Louisa May Alcott,1871.0,"Little Men, or Life at Plumfield with Jo's Boys","Little Men (Little Women, #2)",eng,3.84,36501,41312,1241,530,2599,11590,14805,11788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3585,140963,140963,467254,388,679743626,9780679743620.0,Willa Cather,1913.0,O Pioneers!,O Pioneers!,eng,3.84,30973,35489,2232,931,2265,8561,13588,10144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3590,35743,35743,922581,192,99483505,9780099483500.0,Günter Grass,1959.0,Die Blechtrommel,The Tin Drum,eng,3.96,25332,30989,1317,1019,2095,5747,10436,11692,https://images.gr-assets.com/books/1327945103m/35743.jpg,https://images.gr-assets.com/books/1327945103s/35743.jpg,0
